event_id,station,p_t,p_prob,s_t,s_prob
texnet2024vpte,APMT,2024-11-03 10:58:17.200000,0.006999999999999999,2024-11-03 10:59:09.530000,0.058
texnet2024vpte,BRDY,2024-11-03 10:58:17.235000,0.008,no pick,no pick
texnet2024vpte,BW01,2024-11-03 10:58:46.919000,0.8690000000000001,2024-11-03 10:58:51.149000,0.858
texnet2024vpte,DKNS,2024-11-03 10:58:17.535000,0.003,no pick,no pick
texnet2024vpte,HP01,2024-11-03 10:58:15.850386,0.898,2024-11-03 10:58:53.270386,0.589
texnet2024vpte,HP02,2024-11-03 10:58:17.968961,0.053,2024-11-03 10:58:55.298961,0.205
texnet2024vpte,MB03,2024-11-03 10:58:51.141500,0.595,2024-11-03 10:58:58.401500,0.794
texnet2024vpte,MNHN,2024-11-03 10:58:17.605000,0.002,no pick,no pick
texnet2024vpte,OZNA,2024-11-03 10:58:17.395000,0.004,no pick,no pick
texnet2024vpte,POST,2024-11-03 10:58:17.335000,0.006,2024-11-03 10:59:03.525000,0.111
texnet2024vpte,SGCY,2024-11-03 10:58:45.075000,0.879,2024-11-03 10:58:47.915000,0.822
texnet2024twkd,CF01,2024-10-09 15:17:08.211000,0.086,2024-10-09 15:17:39.361000,0.48
texnet2024twkd,POST,2024-10-09 15:17:48.550000,0.001,2024-10-09 15:17:59.790000,0.7020000000000001
texnet2024twkd,SN02,2024-10-09 15:17:40.160000,0.887,2024-10-09 15:17:43.240000,0.768
texnet2024twkd,SN07,2024-10-09 15:17:42.840500,0.005,2024-10-09 15:17:47.900500,0.42700000000000005
texnet2024vejo,CW01,2024-10-28 05:37:36.677000,0.513,2024-10-28 05:37:41.927000,0.796
texnet2024vejo,CW01,2024-10-28 05:37:36.717000,0.408,2024-10-28 05:37:41.937000,0.842
texnet2024vejo,EE04,2024-10-28 05:37:31.825000,0.9079999999999999,2024-10-28 05:37:33.525000,0.706
texnet2024vejo,GV04,2024-10-28 05:37:33.783000,0.762,2024-10-28 05:37:37.073000,0.871
texnet2024vejo,MB04,2024-10-28 05:37:37.772000,0.01,2024-10-28 05:37:43.942000,0.767
texnet2024vejo,MB05,2024-10-28 05:37:35.028500,0.914,2024-10-28 05:37:39.418500,0.863
texnet2024vejo,MB07,2024-10-28 05:37:37.920000,0.84,2024-10-28 05:37:43.980000,0.854
texnet2024vejo,MB13,2024-10-28 05:37:36.740000,0.784,2024-10-28 05:37:41.940000,0.802
texnet2024vejo,MB15,2024-10-28 05:37:31.740000,0.9279999999999999,2024-10-28 05:37:33.600000,0.603
texnet2024vejo,MB15,2024-10-28 05:37:32.590000,0.002,2024-10-28 05:37:33.640000,0.225
texnet2024vejo,MB16,2024-10-28 05:37:33.050000,0.58,2024-10-28 05:37:35.830000,0.716
texnet2024vejo,MB16,2024-10-28 05:37:33.060000,0.45899999999999996,2024-10-28 05:37:35.830000,0.632
texnet2024vejo,MBBB1,2024-10-28 05:37:33.880000,0.033,no pick,no pick
texnet2024vejo,MBBB5,2024-10-28 05:37:32.318000,0.889,2024-10-28 05:37:34.528000,0.793
texnet2024vejo,MG01,2024-10-28 05:37:31.681683,0.899,2024-10-28 05:37:33.521683,0.729
texnet2024vejo,MID02,2024-10-28 05:37:35.305000,0.845,2024-10-28 05:37:39.585000,0.77
texnet2024vejo,MNHN,2024-10-28 05:37:01.330000,0.066,no pick,no pick
texnet2024vejo,OG01,2024-10-28 05:37:39.280000,0.711,2024-10-28 05:37:46.340000,0.8
texnet2024vejo,OG02,2024-10-28 05:37:39.160000,0.8390000000000001,2024-10-28 05:37:46.010000,0.666
texnet2024vejo,POST,2024-10-28 05:37:43.985000,0.046,2024-10-28 05:37:55.375000,0.576
texnet2024vejo,SD01,2024-10-28 05:37:32.887000,0.8140000000000001,2024-10-28 05:37:35.547000,0.805
texnet2024vejo,SM02,2024-10-28 05:37:31.339000,0.9470000000000001,2024-10-28 05:37:32.889000,0.742
texnet2024vejo,SM02,2024-10-28 05:38:22.219000,0.565,2024-10-28 05:38:23.739000,0.402
texnet2024vejo,SM03,2024-10-28 05:37:33.697000,0.524,2024-10-28 05:37:36.747000,0.755
texnet2024vejo,SM04,2024-10-28 05:37:30.945000,0.9440000000000001,2024-10-28 05:37:32.205000,0.761
texnet2024vejo,SM04,2024-10-28 05:38:21.845000,0.912,2024-10-28 05:38:23.095000,0.83
texnet2024vejo,SN10,2024-10-28 05:37:02.924000,0.040999999999999995,no pick,no pick
texnet2024uvgv,AT01,2024-10-23 06:00:43.981000,0.004,2024-10-23 06:00:52.771000,0.617
texnet2024uvgv,BW01,2024-10-23 06:00:36.711000,0.905,2024-10-23 06:00:40.551000,0.861
texnet2024uvgv,EE03,2024-10-23 06:00:45.955000,0.017,2024-10-23 06:00:57.145000,0.568
texnet2024uvgv,GV02,2024-10-23 06:00:38.231000,0.815,2024-10-23 06:00:43.041000,0.723
texnet2024uvgv,GV03,2024-10-23 06:00:40.809000,0.745,2024-10-23 06:00:47.449000,0.716
texnet2024uvgv,HP02,2024-10-23 06:00:39.079243,0.821,2024-10-23 06:00:44.629243,0.779
texnet2024uvgv,MB03,2024-10-23 06:00:42.082500,0.8640000000000001,2024-10-23 06:00:49.662500,0.034
texnet2024uvgv,MB14,2024-10-23 06:00:40.566000,0.86,2024-10-23 06:00:46.976000,0.824
texnet2024uvgv,MBBB3,2024-10-23 06:00:43.522000,0.061,2024-10-23 06:00:51.622000,0.045
texnet2024uvgv,MBBB4,2024-10-23 06:00:46.166000,0.113,2024-10-23 06:00:56.086000,0.466
texnet2024uvgv,OP01,2024-10-23 06:00:38.869000,0.899,2024-10-23 06:00:44.189000,0.838
texnet2024uvgv,OZNA,2024-10-23 06:00:53.975000,0.74,no pick,no pick
texnet2024uvgv,SGCY,2024-10-23 06:00:36.055000,0.833,2024-10-23 06:00:39.525000,0.757
texnet2024uvgv,SN08,2024-10-23 06:00:43.502000,0.8370000000000001,2024-10-23 06:00:52.052000,0.807
texnet2024uvgv,SN09,2024-10-23 06:00:41.045000,0.003,2024-10-23 06:00:50.995000,0.208
texnet2024uywk,AT01,2024-10-25 05:18:07.395000,0.053,2024-10-25 05:18:41.325000,0.529
texnet2024uywk,EE03,2024-10-25 05:18:40.455000,0.8270000000000001,2024-10-25 05:18:44.385000,0.81
texnet2024uywk,MB02,2024-10-25 05:18:08.514500,0.259,2024-10-25 05:18:55.984500,0.447
texnet2024uywk,MB07,2024-10-25 05:18:41.556000,0.662,2024-10-25 05:18:46.396000,0.66
texnet2024uywk,MB18,2024-10-25 05:18:08.565000,0.526,2024-10-25 05:18:46.375000,0.429
texnet2024uywk,MBBB3,2024-10-25 05:18:39.018000,0.7929999999999999,2024-10-25 05:18:41.728000,0.446
texnet2024uywk,MBBB4,2024-10-25 05:18:36.260000,0.903,2024-10-25 05:18:37.200000,0.883
texnet2024uywk,MBBB6,2024-10-25 05:18:37.106000,0.909,2024-10-25 05:18:38.776000,0.813
texnet2024uywk,MID03,2024-10-25 05:18:41.210000,0.868,2024-10-25 05:18:45.720000,0.827
texnet2024uywk,MNHN,2024-10-25 05:18:08.470000,0.009000000000000001,2024-10-25 05:19:02.410000,0.507
texnet2024uywk,OG01,2024-10-25 05:18:08.054000,0.062,2024-10-25 05:18:46.984000,0.822
texnet2024uywk,OG02,2024-10-25 05:18:42.294000,0.767,2024-10-25 05:18:47.644000,0.827
texnet2024uywk,OZNA,2024-10-25 05:18:09.475000,0.003,2024-10-25 05:18:56.335000,0.788
texnet2024uywk,POST,2024-10-25 05:18:08.580000,0.002,no pick,no pick
texnet2024uywk,SGCY,2024-10-25 05:18:47.705000,0.157,2024-10-25 05:18:57.245000,0.701
texnet2024uujm,APMT,2024-10-22 18:13:37.420000,0.46299999999999997,2024-10-22 18:13:46.280000,0.435
texnet2024uujm,APMT,2024-10-22 18:13:36.960000,0.698,2024-10-22 18:13:46.310000,0.496
texnet2024uujm,BW01,2024-10-22 18:12:56.301000,0.33299999999999996,2024-10-22 18:13:48.691000,0.749
texnet2024uujm,BW01,2024-10-22 18:13:38.701000,0.32,2024-10-22 18:13:48.641000,0.545
texnet2024uujm,CF01,2024-10-22 18:13:26.185000,0.905,2024-10-22 18:13:26.995000,0.918
texnet2024uujm,MB05,2024-10-22 18:12:58.906500,0.035,2024-10-22 18:13:51.366500,0.113
texnet2024uujm,MB05,2024-10-22 18:13:44.956500,0.639,2024-10-22 18:14:05.266500,0.441
texnet2024uujm,MO01,2024-10-22 18:13:39.509000,0.5579999999999999,2024-10-22 18:13:49.949000,0.446
texnet2024uujm,MO01,2024-10-22 18:13:39.509000,0.8640000000000001,2024-10-22 18:13:49.929000,0.132
texnet2024uujm,POST,2024-10-22 18:13:40.115000,0.902,2024-10-22 18:13:50.585000,0.715
texnet2024uujm,POST,2024-10-22 18:13:40.115000,0.8690000000000001,2024-10-22 18:13:50.605000,0.821
texnet2024uujm,SGCY,2024-10-22 18:12:58.975000,0.005,no pick,no pick
texnet2024uujm,SGCY,2024-10-22 18:13:43.985000,0.23800000000000002,2024-10-22 18:13:56.985000,0.395
texnet2024uujm,SN02,2024-10-22 18:13:30.350000,0.8809999999999999,2024-10-22 18:13:34.280000,0.552
texnet2024uujm,SN02,2024-10-22 18:13:30.350000,0.517,2024-10-22 18:13:34.230000,0.179
texnet2024uujm,SN03,2024-10-22 18:13:31.055000,0.812,2024-10-22 18:13:35.505000,0.829
texnet2024uujm,SN03,2024-10-22 18:13:31.235000,0.06,2024-10-22 18:13:35.505000,0.797
texnet2024uujm,SN04,2024-10-22 18:13:29.880000,0.759,2024-10-22 18:13:33.410000,0.618
texnet2024uujm,SN07,2024-10-22 18:13:32.248500,0.9079999999999999,2024-10-22 18:13:37.218500,0.863
texnet2024uujm,SN07,2024-10-22 18:13:32.258500,0.877,2024-10-22 18:13:37.218500,0.855
texnet2024uujm,SN08,2024-10-22 18:13:32.544000,0.8809999999999999,2024-10-22 18:13:37.934000,0.849
texnet2024uujm,SN08,2024-10-22 18:13:32.544000,0.773,2024-10-22 18:13:37.934000,0.858
texnet2024uujm,SN09,2024-10-22 18:13:28.835000,0.35200000000000004,2024-10-22 18:13:31.565000,0.696
texnet2024uujm,SN10,2024-10-22 18:13:30.278000,0.888,2024-10-22 18:13:33.918000,0.859
texnet2024uujm,SN10,2024-10-22 18:13:32.638000,0.295,2024-10-22 18:13:33.918000,0.702
texnet2024uqhu,AT01,2024-10-20 12:49:20.941000,0.672,2024-10-20 12:49:22.491000,0.608
texnet2024uqhu,MB06,2024-10-20 12:49:21.400500,0.8370000000000001,2024-10-20 12:49:23.630500,0.813
texnet2024uqhu,MBBB3,2024-10-20 12:49:20.838000,0.8220000000000001,2024-10-20 12:49:22.508000,0.823
texnet2024uqhu,MBBB4,2024-10-20 12:49:20.446000,0.9109999999999999,2024-10-20 12:49:21.826000,0.843
texnet2024uqhu,MNHN,2024-10-20 12:48:53.345000,0.002,2024-10-20 12:49:48.435000,0.038
texnet2024uqhu,SGCY,2024-10-20 12:49:29.415000,0.05,2024-10-20 12:49:37.645000,0.313
texnet2024uqcx,MB01,2024-10-20 10:21:46.120500,0.909,2024-10-20 10:21:47.010500,0.749
texnet2024uqcx,MB03,2024-10-20 10:21:18.999500,0.131,no pick,no pick
texnet2024uqcx,MB07,2024-10-20 10:21:52.680000,0.845,2024-10-20 10:21:58.480000,0.81
texnet2024uqcx,MB08,2024-10-20 10:21:48.940000,0.061,2024-10-20 10:21:56.370000,0.554
texnet2024uqcx,MBBB3,2024-10-20 10:21:19.112000,0.58,2024-10-20 10:21:57.612000,0.478
texnet2024uqcx,MBBB4,2024-10-20 10:21:49.970000,0.488,2024-10-20 10:21:53.840000,0.657
texnet2024uqcx,MID03,2024-10-20 10:21:52.840000,0.021,2024-10-20 10:21:58.470000,0.825
texnet2024uqcx,MNHN,2024-10-20 10:21:56.710000,0.7979999999999999,2024-10-20 10:22:05.410000,0.81
texnet2024uqcx,ODSA,2024-10-20 10:21:56.720000,0.64,2024-10-20 10:22:05.370000,0.829
texnet2024uqcx,OG01,2024-10-20 10:21:19.066000,0.268,2024-10-20 10:21:57.226000,0.767
texnet2024uqcx,OG02,2024-10-20 10:21:52.448000,0.609,2024-10-20 10:21:58.098000,0.474
texnet2024uqcx,OG04,2024-10-20 10:21:52.152000,0.27399999999999997,2024-10-20 10:21:57.942000,0.779
texnet2024uqcx,OZNA,2024-10-20 10:21:18.325000,0.003,no pick,no pick
texnet2024uqcx,SAND,2024-10-20 10:21:16.590000,0.006,2024-10-20 10:21:19.520000,0.487
texnet2024uqcx,SGCY,2024-10-20 10:21:18.075000,0.042,no pick,no pick
texnet2024untv,MB07,2024-10-19 03:29:58.968000,0.92,2024-10-19 03:30:00.348000,0.831
texnet2024untv,MB17,2024-10-19 03:29:30.648000,0.095,no pick,no pick
texnet2024untv,MB18,2024-10-19 03:30:00.755000,0.703,2024-10-19 03:30:03.405000,0.784
texnet2024untv,MBBB4,2024-10-19 03:29:31.400000,0.068,2024-10-19 03:30:10.090000,0.825
texnet2024untv,MBBB5,2024-10-19 03:30:06.858000,0.133,2024-10-19 03:30:09.898000,0.486
texnet2024untv,MID01,2024-10-19 03:29:50.755000,0.152,2024-10-19 03:30:00.755000,0.854
texnet2024untv,MID02,2024-10-19 03:29:30.705000,0.043,2024-10-19 03:30:04.595000,0.728
texnet2024untv,MID03,2024-10-19 03:29:59.540000,0.162,2024-10-19 03:30:01.350000,0.048
texnet2024untv,ODSA,2024-10-19 03:30:02.285000,0.902,2024-10-19 03:30:06.025000,0.816
texnet2024untv,OG01,2024-10-19 03:29:58.706000,0.904,2024-10-19 03:29:59.926000,0.87
texnet2024untv,OG02,2024-10-19 03:29:58.546000,0.9259999999999999,2024-10-19 03:29:59.666000,0.895
texnet2024untv,OG04,2024-10-19 03:29:59.040000,0.935,2024-10-19 03:30:00.470000,0.686
texnet2024untv,SE01,2024-10-19 03:29:58.927000,0.9229999999999999,2024-10-19 03:30:00.337000,0.848
texnet2024unec,CW01,2024-10-18 19:31:12.467000,0.215,2024-10-18 19:31:53.797000,0.814
texnet2024unec,CW01,2024-10-18 19:31:49.977000,0.005,2024-10-18 19:31:53.787000,0.609
texnet2024unec,EE02,2024-10-18 19:31:43.925000,0.33299999999999996,no pick,no pick
texnet2024unec,EE04,2024-10-18 19:31:43.720000,0.927,2024-10-18 19:31:45.370000,0.733
texnet2024unec,GV01,2024-10-18 19:31:13.725000,0.787,2024-10-18 19:31:54.225000,0.606
texnet2024unec,GV01,2024-10-18 19:32:28.605000,0.002,2024-10-18 19:31:54.255000,0.284
texnet2024unec,MB05,2024-10-18 19:31:46.789500,0.715,2024-10-18 19:31:51.109500,0.836
texnet2024unec,MB05,2024-10-18 19:31:50.619500,0.013999999999999999,2024-10-18 19:31:51.089500,0.356
texnet2024unec,MB09,2024-10-18 19:31:13.200000,0.812,2024-10-18 19:31:49.020000,0.809
texnet2024unec,MB10,2024-10-18 19:31:46.830000,0.322,2024-10-18 19:31:50.660000,0.506
texnet2024unec,MB13,2024-10-18 19:31:48.610000,0.858,2024-10-18 19:31:53.770000,0.867
texnet2024unec,MB13,2024-10-18 19:31:48.610000,0.9279999999999999,2024-10-18 19:31:53.770000,0.848
texnet2024unec,MB15,2024-10-18 19:31:43.650000,0.884,2024-10-18 19:31:45.610000,0.591
texnet2024unec,MB16,2024-10-18 19:31:44.980000,0.6759999999999999,2024-10-18 19:31:47.750000,0.801
texnet2024unec,MB16,2024-10-18 19:31:44.950000,0.08900000000000001,2024-10-18 19:31:47.760000,0.273
texnet2024unec,MB18,2024-10-18 19:31:14.635000,0.475,2024-10-18 19:31:53.035000,0.698
texnet2024unec,MB18,2024-10-18 19:31:52.525000,0.013999999999999999,2024-10-18 19:31:53.065000,0.619
texnet2024unec,MB23,2024-10-18 19:31:15.155500,0.8079999999999999,2024-10-18 19:31:49.165500,0.74
texnet2024unec,MBBB1,2024-10-18 19:31:45.786000,0.536,2024-10-18 19:31:49.126000,0.707
texnet2024unec,MBBB5,2024-10-18 19:31:44.404000,0.877,2024-10-18 19:31:46.644000,0.839
texnet2024unec,MBBB5,2024-10-18 19:31:51.004000,0.012,no pick,no pick
texnet2024unec,MG01,2024-10-18 19:31:43.469076,0.581,2024-10-18 19:31:45.289076,0.808
texnet2024unec,MNHN,2024-10-18 19:31:14.470000,0.311,no pick,no pick
texnet2024unec,MNHN,2024-10-18 19:32:03.520000,0.565,2024-10-18 19:32:19.070000,0.624
texnet2024unec,ODSA,2024-10-18 19:31:50.860000,0.35,2024-10-18 19:31:57.750000,0.691
texnet2024unec,ODSA,2024-10-18 19:31:51.200000,0.815,2024-10-18 19:31:57.720000,0.496
texnet2024unec,OG01,2024-10-18 19:31:51.394000,0.665,2024-10-18 19:31:58.394000,0.779
texnet2024unec,OG01,2024-10-18 19:31:51.324000,0.69,2024-10-18 19:31:58.394000,0.773
texnet2024unec,OZNA,2024-10-18 19:31:14.525000,0.012,no pick,no pick
texnet2024unec,OZNA,2024-10-18 19:32:12.375000,0.7040000000000001,2024-10-18 19:32:34.845000,0.449
texnet2024unec,POST,2024-10-18 19:31:55.765000,0.317,2024-10-18 19:32:07.045000,0.698
texnet2024unec,POST,2024-10-18 19:31:55.375000,0.853,2024-10-18 19:32:07.035000,0.499
texnet2024unec,SD01,2024-10-18 19:31:13.027000,0.637,2024-10-18 19:31:47.277000,0.825
texnet2024unec,SD01,2024-10-18 19:31:45.177000,0.01,2024-10-18 19:31:47.297000,0.388
texnet2024unec,SM02,2024-10-18 19:31:43.269000,0.9129999999999999,2024-10-18 19:31:44.929000,0.549
texnet2024unec,SM04,2024-10-18 19:31:42.835000,0.9279999999999999,2024-10-18 19:31:44.115000,0.857
texnet2024uiwt,EE04,2024-10-16 11:16:44.655000,0.008,2024-10-16 11:16:46.725000,0.539
texnet2024uiwt,MB15,2024-10-16 11:16:44.480000,0.905,2024-10-16 11:16:46.250000,0.836
texnet2024uiwt,MB16,2024-10-16 11:16:45.890000,0.6970000000000001,2024-10-16 11:16:48.400000,0.852
texnet2024uiwt,MBBB5,2024-10-16 11:16:45.024000,0.878,2024-10-16 11:16:47.234000,0.8740000000000001
texnet2024uiwt,MG01,2024-10-16 11:16:44.686535,0.78,2024-10-16 11:16:46.606535,0.7809999999999999
texnet2024uiwt,SD01,2024-10-16 11:16:45.473000,0.091,2024-10-16 11:16:48.523000,0.8140000000000001
texnet2024uiwt,SM02,2024-10-16 11:16:44.109000,0.91,2024-10-16 11:16:45.599000,0.852
texnet2024uiwt,SM04,2024-10-16 11:16:43.729000,0.9129999999999999,2024-10-16 11:16:44.929000,0.8270000000000001
texnet2024uivi,EE02,2024-10-16 10:34:13.005000,0.003,2024-10-16 10:34:00.265000,0.259
texnet2024uivi,EE02,2024-10-16 10:34:39.735000,0.001,no pick,no pick
texnet2024uivi,EE04,2024-10-16 10:33:57.755000,0.287,2024-10-16 10:33:59.865000,0.644
texnet2024uivi,MB05,2024-10-16 10:34:01.022500,0.632,2024-10-16 10:34:05.552500,0.863
texnet2024uivi,MB05,2024-10-16 10:34:04.432500,0.18899999999999997,2024-10-16 10:34:05.562500,0.841
texnet2024uivi,MB07,2024-10-16 10:34:03.422000,0.8370000000000001,2024-10-16 10:34:09.412000,0.767
texnet2024uivi,MB07,2024-10-16 10:34:03.422000,0.495,2024-10-16 10:34:09.432000,0.668
texnet2024uivi,MB09,2024-10-16 10:33:26.490000,0.816,2024-10-16 10:34:03.610000,0.83
texnet2024uivi,MB09,2024-10-16 10:34:02.500000,0.22,2024-10-16 10:34:03.610000,0.844
texnet2024uivi,MB15,2024-10-16 10:33:56.960000,0.8390000000000001,2024-10-16 10:33:58.520000,0.869
texnet2024uivi,MB16,2024-10-16 10:33:58.280000,0.919,2024-10-16 10:34:00.820000,0.752
texnet2024uivi,MB16,2024-10-16 10:33:58.280000,0.11900000000000001,2024-10-16 10:34:00.860000,0.353
texnet2024uivi,MBBB1,2024-10-16 10:33:29.388000,0.039,2024-10-16 10:34:03.368000,0.714
texnet2024uivi,MBBB5,2024-10-16 10:33:57.778000,0.8690000000000001,2024-10-16 10:34:00.008000,0.551
texnet2024uivi,MG01,2024-10-16 10:33:57.765165,0.008,2024-10-16 10:33:59.935165,0.596
texnet2024uivi,ODSA,2024-10-16 10:33:28.020000,0.6990000000000001,2024-10-16 10:34:10.780000,0.496
texnet2024uivi,ODSA,2024-10-16 10:34:05.330000,0.275,2024-10-16 10:34:10.990000,0.399
texnet2024uivi,POST,2024-10-16 10:33:28.185000,0.081,2024-10-16 10:34:21.385000,0.781
texnet2024uivi,POST,2024-10-16 10:34:10.175000,0.6559999999999999,2024-10-16 10:34:21.365000,0.616
texnet2024uivi,SD01,2024-10-16 10:33:58.763000,0.493,2024-10-16 10:34:01.483000,0.857
texnet2024uivi,SD01,2024-10-16 10:33:59.783000,0.19899999999999998,2024-10-16 10:34:01.493000,0.677
texnet2024uivi,SM02,2024-10-16 10:33:56.719000,0.94,2024-10-16 10:33:58.089000,0.9
texnet2024uivi,SM04,2024-10-16 10:33:56.279000,0.925,2024-10-16 10:33:57.319000,0.888
texnet2024uhko,GV04,2024-10-15 15:59:02.909000,0.873,2024-10-15 15:59:03.959000,0.882
texnet2024uhko,MB09,2024-10-15 15:59:03.010000,0.92,2024-10-15 15:59:03.010000,0.374
texnet2024uffv,CW01,2024-10-14 11:18:36.141000,0.5489999999999999,2024-10-14 11:19:18.751000,0.707
texnet2024uffv,MB01,2024-10-14 11:18:38.278500,0.017,2024-10-14 11:19:20.608500,0.578
texnet2024uffv,MB07,2024-10-14 11:19:08.686000,0.8009999999999999,2024-10-14 11:19:10.916000,0.791
texnet2024uffv,MB09,2024-10-14 11:18:36.700000,0.128,2024-10-14 11:19:18.180000,0.73
texnet2024uffv,MB10,2024-10-14 11:18:38.995000,0.002,no pick,no pick
texnet2024uffv,MB11,2024-10-14 11:19:09.150000,0.8340000000000001,2024-10-14 11:19:11.900000,0.852
texnet2024uffv,MB16,2024-10-14 11:19:10.470000,0.9059999999999999,2024-10-14 11:19:14.110000,0.73
texnet2024uffv,MB18,2024-10-14 11:19:07.005000,0.93,2024-10-14 11:19:08.215000,0.855
texnet2024uffv,MBBB1,2024-10-14 11:19:10.998000,0.763,2024-10-14 11:19:14.878000,0.645
texnet2024uffv,MBBB2,2024-10-14 11:19:07.930000,0.905,2024-10-14 11:19:09.770000,0.628
texnet2024uffv,MBBB5,2024-10-14 11:19:09.440000,0.8640000000000001,2024-10-14 11:19:12.340000,0.876
texnet2024uffv,MID01,2024-10-14 11:18:39.480000,0.003,2024-10-14 11:19:12.150000,0.258
texnet2024uffv,MID02,2024-10-14 11:19:06.920000,0.909,2024-10-14 11:19:08.070000,0.89
texnet2024uffv,MID03,2024-10-14 11:19:08.155000,0.83,2024-10-14 11:19:10.235000,0.837
texnet2024uffv,ODSA,2024-10-14 11:19:12.170000,0.469,2024-10-14 11:19:16.760000,0.8
texnet2024uffv,OG01,2024-10-14 11:18:37.290000,0.171,2024-10-14 11:19:13.510000,0.617
texnet2024uffv,OG02,2024-10-14 11:19:09.978000,0.83,2024-10-14 11:19:13.238000,0.872
texnet2024uffv,OG04,2024-10-14 11:18:39,0.8290000000000001,2024-10-14 11:19:14.350000,0.842
texnet2024uffv,SD01,2024-10-14 11:18:36.613000,0.018000000000000002,2024-10-14 11:19:21.083000,0.591
texnet2024uffv,SM02,2024-10-14 11:18:36.869000,0.451,2024-10-14 11:19:14.669000,0.667
texnet2024uffv,SM04,2024-10-14 11:19:11.779000,0.221,2024-10-14 11:19:16.119000,0.74
texnet2024uefm,EE04,2024-10-13 22:02:32.485000,0.562,2024-10-13 22:02:34.045000,0.623
texnet2024uefm,MB16,2024-10-13 22:02:34.640000,0.685,2024-10-13 22:02:36.510000,0.609
texnet2024uefm,MBBB5,2024-10-13 22:02:32.320000,0.892,2024-10-13 22:02:33.850000,0.545
texnet2024uefm,SD01,2024-10-13 22:02:03.113000,0.057,2024-10-13 22:02:38.043000,0.862
texnet2024uefm,SM02,2024-10-13 22:02:03.669000,0.024,2024-10-13 22:02:33.529000,0.759
texnet2024uefm,SM03,2024-10-13 22:02:02.319000,0.002,2024-10-13 22:02:37.309000,0.75
texnet2024uefm,SM04,2024-10-13 22:02:32.419000,0.9229999999999999,2024-10-13 22:02:33.859000,0.853
texnet2024udwd,MB07,2024-10-13 17:19:24.548000,0.892,2024-10-13 17:19:26.458000,0.861
texnet2024udwd,MB07,2024-10-13 17:19:47.288000,0.002,no pick,no pick
texnet2024udwd,MB08,2024-10-13 17:19:25.040000,0.696,2024-10-13 17:19:27.740000,0.145
texnet2024udwd,MB16,2024-10-13 17:18:54.150000,0.16899999999999998,2024-10-13 17:19:37.830000,0.242
texnet2024udwd,MB18,2024-10-13 17:18:55.425000,0.509,2024-10-13 17:19:29.155000,0.189
texnet2024udwd,MB25,2024-10-13 17:19:44.007500,0.01,2024-10-13 17:19:26.617500,0.822
texnet2024udwd,MID01,2024-10-13 17:19:25.190000,0.198,2024-10-13 17:19:27.480000,0.872
texnet2024udwd,MNHN,2024-10-13 17:18:55.625000,0.545,2024-10-13 17:19:45.775000,0.399
texnet2024udwd,MNHN,2024-10-13 17:19:36.055000,0.091,2024-10-13 17:19:45.805000,0.353
texnet2024udwd,ODSA,2024-10-13 17:19:26.230000,0.745,2024-10-13 17:19:29.310000,0.658
texnet2024udwd,OG01,2024-10-13 17:19:24.424000,0.951,2024-10-13 17:19:26.224000,0.869
texnet2024udwd,OG02,2024-10-13 17:19:23.952000,0.922,2024-10-13 17:19:25.352000,0.898
texnet2024udwd,OG04,2024-10-13 17:19:24.174000,0.9179999999999999,2024-10-13 17:19:25.774000,0.888
texnet2024udwd,SE01,2024-10-13 17:18:56.193000,0.154,2024-10-13 17:19:24.233000,0.26
texnet2024ucvq,MB02,2024-10-13 03:55:26.236500,0.285,2024-10-13 03:55:40.516500,0.14
texnet2024ucvq,MB07,2024-10-13 03:55:12.118000,0.914,2024-10-13 03:55:14.068000,0.887
texnet2024ucvq,MB07,2024-10-13 03:55:20.848000,0.061,no pick,no pick
texnet2024ucvq,MB16,2024-10-13 03:55:16.630000,0.129,2024-10-13 03:55:21.730000,0.799
texnet2024ucvq,MB16,2024-10-13 03:55:16.700000,0.316,2024-10-13 03:55:21.730000,0.796
texnet2024ucvq,MB17,2024-10-13 03:54:42.610000,0.19399999999999998,2024-10-13 03:55:19.830000,0.351
texnet2024ucvq,MB18,2024-10-13 03:54:42.175000,0.201,2024-10-13 03:55:16.895000,0.788
texnet2024ucvq,MB25,2024-10-13 03:55:12.089500,0.8809999999999999,2024-10-13 03:55:14.059500,0.862
texnet2024ucvq,MBBB5,2024-10-13 03:55:17.544000,0.02,2024-10-13 03:55:22.584000,0.729
texnet2024ucvq,MBBB5,2024-10-13 03:55:18.984000,0.312,2024-10-13 03:55:22.594000,0.735
texnet2024ucvq,MID01,2024-10-13 03:54:43.835000,0.155,2024-10-13 03:55:15.085000,0.846
texnet2024ucvq,MID02,2024-10-13 03:54:42.455000,0.036000000000000004,2024-10-13 03:55:17.465000,0.365
texnet2024ucvq,MID03,2024-10-13 03:55:12.775000,0.884,2024-10-13 03:55:15.185000,0.889
texnet2024ucvq,MNHN,2024-10-13 03:54:41.285000,0.462,2024-10-13 03:55:33.255000,0.69
texnet2024ucvq,MNHN,2024-10-13 03:55:23.305000,0.684,2024-10-13 03:55:33.255000,0.449
texnet2024ucvq,ODSA,2024-10-13 03:55:13.780000,0.63,2024-10-13 03:55:16.760000,0.781
texnet2024ucvq,ODSA,2024-10-13 03:55:16.400000,0.024,2024-10-13 03:55:16.750000,0.1
texnet2024ucvq,OG01,2024-10-13 03:55:11.986000,0.902,2024-10-13 03:55:13.806000,0.873
