event_id,station,p_t,p_prob,s_t,s_prob
texnet2024tytd,MB18,2024-10-10 22:06:01.835000,0.011000000000000001,no pick,no pick
texnet2024tytd,SD01,2024-10-10 22:06:00.563000,0.611,no pick,no pick
texnet2024tytd,VW01,2024-10-10 22:06:00.227000,0.203,2024-10-10 22:06:09.917000,0.025
texnet2024tyrn,BW01,2024-10-10 21:17:56.599000,0.055999999999999994,no pick,no pick
texnet2024tyrn,MB04,2024-10-10 21:17:58.924000,0.02,2024-10-10 21:18:09.014000,0.037
texnet2024tyrn,MB11,2024-10-10 21:17:57.280000,0.034,no pick,no pick
texnet2024tyrn,MB14,2024-10-10 21:17:59.020000,0.107,no pick,no pick
texnet2024tyrn,MBBB6,2024-10-10 21:17:59.660000,0.006,no pick,no pick
texnet2024tyra,BW01,2024-10-10 21:02:24.879000,0.012,no pick,no pick
texnet2024tyra,MB10,2024-10-10 21:02:25.595000,0.002,no pick,no pick
texnet2024tyra,MB11,2024-10-10 21:02:25.470000,0.003,no pick,no pick
texnet2024tyra,MNHN,2024-10-10 21:02:25.020000,0.078,2024-10-10 21:02:36.410000,0.115
texnet2024tyra,SGCY,2024-10-10 21:02:28.925000,0.006999999999999999,no pick,no pick
texnet2024tyra,SM02,2024-10-10 21:02:24.059000,0.009000000000000001,no pick,no pick
texnet2024tyqz,BB01,2024-10-10 20:58:58.487000,0.002,no pick,no pick
texnet2024tyqz,OP01,2024-10-10 20:58:57.479000,0.004,no pick,no pick
texnet2024tyqz,SGCY,2024-10-10 20:58:58.865000,0.075,no pick,no pick
texnet2024tyqo,MBBB6,2024-10-10 20:46:48.528000,0.001,no pick,no pick
texnet2024tyqo,MID02,2024-10-10 20:46:47.075000,0.126,no pick,no pick
texnet2024tyqm,GV01,2024-10-10 20:46:17.731000,0.059000000000000004,no pick,no pick
texnet2024tyqm,MB18,2024-10-10 20:46:19.195000,0.012,no pick,no pick
texnet2024tyqm,MB23,2024-10-10 20:46:18.804500,0.006999999999999999,no pick,no pick
texnet2024tyqm,SD01,2024-10-10 20:46:17.403000,0.22699999999999998,no pick,no pick
texnet2024typc,GV03,2024-10-10 20:03:43.357000,0.14400000000000002,no pick,no pick
texnet2024typc,MB01,2024-10-10 20:03:45.229500,0.019,no pick,no pick
texnet2024typc,MG01,2024-10-10 20:03:43.926611,0.002,no pick,no pick
texnet2024typc,MID02,2024-10-10 20:03:44.055000,0.159,no pick,no pick
texnet2024tyoe,CW01,2024-10-10 19:36:03.401000,0.042,no pick,no pick
texnet2024tyoe,MB16,2024-10-10 19:36:01.710000,0.008,no pick,no pick
texnet2024tyoe,MB22,2024-10-10 19:36:02.980000,0.237,no pick,no pick
texnet2024tyoe,POST,2024-10-10 19:36:03.590000,0.188,2024-10-10 19:36:16.530000,0.347
texnet2024tynw,GV03,2024-10-10 19:25:57.647000,0.002,2024-10-10 19:26:36.847000,0.02
texnet2024tynw,MB11,2024-10-10 19:25:58.030000,0.008,no pick,no pick
texnet2024tynw,MG01,2024-10-10 19:25:58.121320,0.001,no pick,no pick
texnet2024tynw,VW01,2024-10-10 19:25:56.297000,0.11800000000000001,no pick,no pick
texnet2024tynu,CW01,2024-10-10 19:24:39.481000,0.011000000000000001,2024-10-10 19:24:45.751000,0.092
texnet2024tynu,MBBB6,2024-10-10 19:24:40.220000,0.052000000000000005,no pick,no pick
texnet2024tynu,SD01,2024-10-10 19:24:36.973000,0.08199999999999999,2024-10-10 19:24:38.703000,0.042
texnet2024tynu,SM02,2024-10-10 19:24:37.489000,0.07,no pick,no pick
texnet2024tynz,GV02,2024-10-10 19:19:22.531000,0.012,no pick,no pick
texnet2024tynz,HP02,2024-10-10 19:19:23.923825,0.001,no pick,no pick
texnet2024tynz,MB23,2024-10-10 19:19:22.584500,0.42200000000000004,no pick,no pick
texnet2024tynz,MG01,2024-10-10 19:19:26.850442,0.003,no pick,no pick
texnet2024tynp,MB03,2024-10-10 19:17:08.843500,0.01,no pick,no pick
texnet2024tynp,MBBB5,2024-10-10 19:17:09.006000,0.046,no pick,no pick
texnet2024tyoc,HP02,2024-10-10 19:16:32.211836,0.004,no pick,no pick
texnet2024tyoc,MB11,2024-10-10 19:16:32,0.01,no pick,no pick
texnet2024tyoc,MBBB6,2024-10-10 19:16:32.016000,0.022000000000000002,no pick,no pick
texnet2024tyni,HP01,2024-10-10 19:10:14.087255,0.304,2024-10-10 19:10:16.487255,0.039
texnet2024tyni,MB03,2024-10-10 19:10:15.033500,0.035,no pick,no pick
texnet2024tyni,OP01,2024-10-10 19:10:12.579000,0.831,no pick,no pick
texnet2024tynd,MBBB5,2024-10-10 19:04:16.128000,0.006,no pick,no pick
texnet2024tynd,MBBB6,2024-10-10 19:04:16.468000,0.002,no pick,no pick
texnet2024tynd,MG01,2024-10-10 19:04:13.848410,0.899,2024-10-10 19:05:03.618410,0.031
texnet2024tynd,SN09,2024-10-10 19:04:16.165000,0.008,no pick,no pick
texnet2024tymr,CW01,2024-10-10 18:49:40.801000,0.109,no pick,no pick
texnet2024tymr,HP01,2024-10-10 18:49:41.941407,0.146,2024-10-10 18:49:48.801407,0.501
texnet2024tymr,MB03,2024-10-10 18:49:43.763500,0.028999999999999998,2024-10-10 18:49:58.713500,0.124
texnet2024tymr,MB09,2024-10-10 18:49:42.840000,0.107,no pick,no pick
texnet2024tymr,MNHN,2024-10-10 18:49:42.905000,0.039,no pick,no pick
texnet2024tymk,MB04,2024-10-10 18:40:29.660000,0.606,no pick,no pick
texnet2024tymk,MB05,2024-10-10 18:40:29.046500,0.077,2024-10-10 18:40:38.166500,0.07
texnet2024tymk,MG01,2024-10-10 18:40:28.695385,0.002,no pick,no pick
texnet2024tymk,SN02,2024-10-10 18:40:29.850000,0.011000000000000001,no pick,no pick
texnet2024tymk,VW01,2024-10-10 18:40:28.007000,0.017,no pick,no pick
texnet2024tylz,833A,2024-10-10 18:27:14.115000,0.6629999999999999,2024-10-10 18:27:24.805000,0.033
texnet2024tylz,EF05,2024-10-10 18:27:15.330000,0.054000000000000006,2024-10-10 18:27:25.910000,0.527
texnet2024tylz,FW04,2024-10-10 18:27:16.504500,0.218,2024-10-10 18:27:40.224500,0.142
texnet2024tylz,FW15,2024-10-10 18:27:16.052500,0.40399999999999997,no pick,no pick
texnet2024tylz,MB16,2024-10-10 18:27:15.140000,0.023,no pick,no pick
texnet2024tylz,ODSA,2024-10-10 18:27:15.425000,0.067,2024-10-10 18:27:19.955000,0.306
texnet2024tylz,ODSA,2024-10-10 18:28:27.425000,0.05,2024-10-10 18:28:58.655000,0.561
texnet2024tylz,OZNA,2024-10-10 18:27:15.185000,0.39799999999999996,no pick,no pick
texnet2024tylz,SGCY,2024-10-10 18:27:15.715000,0.057999999999999996,2024-10-10 18:27:20.175000,0.022
texnet2024tylm,MB22,2024-10-10 18:13:05.350000,0.005,no pick,no pick
texnet2024tylm,MNHN,2024-10-10 18:13:04.605000,0.025,2024-10-10 18:13:14.255000,0.098
texnet2024tylm,ODSA,2024-10-10 18:13:05.160000,0.034,no pick,no pick
texnet2024tylm,SM04,2024-10-10 18:13:04.379000,0.004,no pick,no pick
texnet2024tylk,MB01,2024-10-10 18:09:28.719500,0.016,no pick,no pick
texnet2024tylk,MB05,2024-10-10 18:09:29.256500,0.583,no pick,no pick
texnet2024tylk,MB13,2024-10-10 18:09:28.230000,0.08199999999999999,2024-10-10 18:10:17.980000,0.04
texnet2024tylk,MB21,2024-10-10 18:09:28.470000,0.013999999999999999,no pick,no pick
texnet2024tyle,BW01,2024-10-10 18:03:36.499000,0.002,2024-10-10 18:03:40.549000,0.12
texnet2024tyle,CW01,2024-10-10 18:03:36.541000,0.024,2024-10-10 18:04:11.781000,0.079
texnet2024tyle,HP01,2024-10-10 18:03:39.928942,0.002,no pick,no pick
texnet2024tyle,MB18,2024-10-10 18:03:39.030000,0.002,no pick,no pick
texnet2024tyle,OP01,2024-10-10 18:03:36.919000,0.128,2024-10-10 18:04:15.479000,0.058
texnet2024tyle,SD01,2024-10-10 18:03:37.203000,0.14,2024-10-10 18:03:48.803000,0.057
texnet2024tykm,BW01,2024-10-10 17:44:24.979000,0.872,no pick,no pick
texnet2024tykm,MB06,2024-10-10 17:44:27.972500,0.003,no pick,no pick
texnet2024tykm,MB11,2024-10-10 17:44:25.740000,0.004,no pick,no pick
texnet2024tykm,MB16,2024-10-10 17:44:26.090000,0.687,no pick,no pick
texnet2024tykm,SE01,2024-10-10 17:44:27.483000,0.003,2024-10-10 17:44:59.573000,0.054
texnet2024tyjg,BB01,2024-10-10 17:06:27.387000,0.003,no pick,no pick
texnet2024tyjg,CW01,2024-10-10 17:06:25.581000,0.862,2024-10-10 17:06:56.171000,0.463
texnet2024tyjg,MB16,2024-10-10 17:06:26.610000,0.062,no pick,no pick
texnet2024tyjg,MB21,2024-10-10 17:06:27.630000,0.07,no pick,no pick
texnet2024tyjg,POST,2024-10-10 17:06:27.490000,0.057999999999999996,no pick,no pick
texnet2024tyjg,SM02,2024-10-10 17:06:27.769000,0.084,no pick,no pick
texnet2024tyjf,GV01,2024-10-10 17:03:10.011000,0.845,2024-10-10 17:03:50.201000,0.284
texnet2024tyjf,HP01,2024-10-10 17:03:43.264485,0.247,2024-10-10 17:03:46.224485,0.096
texnet2024tyjf,MB03,2024-10-10 17:03:15.763500,0.004,no pick,no pick
texnet2024tyjf,MB05,2024-10-10 17:03:12.396500,0.006999999999999999,no pick,no pick
texnet2024tyjf,MBBB5,2024-10-10 17:03:13.148000,0.002,no pick,no pick
texnet2024tyjb,MB11,2024-10-10 17:00:54.890000,0.051,no pick,no pick
texnet2024tyjb,MBBB5,2024-10-10 17:00:55.304000,0.048,no pick,no pick
texnet2024tyjb,POST,2024-10-10 17:00:54.445000,0.45899999999999996,no pick,no pick
texnet2024tyjb,SM03,2024-10-10 17:00:52.159000,0.024,no pick,no pick
texnet2024tyjb,SN09,2024-10-10 17:00:55.615000,0.001,2024-10-10 17:01:04.935000,0.177
texnet2024tyix,MB03,2024-10-10 16:56:21.763500,0.003,no pick,no pick
texnet2024tyix,MB07,2024-10-10 16:56:21.632000,0.155,2024-10-10 16:56:56.772000,0.028
texnet2024tyix,MB09,2024-10-10 16:56:19.690000,0.015,no pick,no pick
texnet2024tyix,MBBB4,2024-10-10 16:56:22.744000,0.024,no pick,no pick
texnet2024tyix,MNHN,2024-10-10 16:56:50.160000,0.281,2024-10-10 16:57:11.080000,0.383
texnet2024tyit,MB07,2024-10-10 16:51:54.192000,0.019,no pick,no pick
texnet2024tyit,MB16,2024-10-10 16:51:51.220000,0.26,no pick,no pick
texnet2024tyit,MNHN,2024-10-10 16:51:52.935000,0.013999999999999999,no pick,no pick
texnet2024tyit,SGCY,2024-10-10 16:51:53.045000,0.002,no pick,no pick
texnet2024tyit,SM03,2024-10-10 16:51:53.069000,0.013999999999999999,no pick,no pick
texnet2024tyig,GV02,2024-10-10 16:36:45.371000,0.079,2024-10-10 16:36:50.661000,0.048
texnet2024tyig,MB03,2024-10-10 16:36:45.583500,0.036000000000000004,no pick,no pick
texnet2024tyig,MB11,2024-10-10 16:36:44.930000,0.782,2024-10-10 16:36:55.350000,0.092
texnet2024tyig,MO01,2024-10-10 16:36:46.143000,0.01,no pick,no pick
texnet2024tyig,OP01,2024-10-10 16:36:44.139000,0.09,2024-10-10 16:37:26.809000,0.12
texnet2024tyig,POST,2024-10-10 16:36:46.025000,0.366,no pick,no pick
texnet2024tyht,GV04,2024-10-10 16:21:04.579000,0.032,no pick,no pick
texnet2024tyht,MB07,2024-10-10 16:21:05.480000,0.006999999999999999,no pick,no pick
texnet2024tyht,MB09,2024-10-10 16:21:04.390000,0.583,2024-10-10 16:21:25.890000,0.045
texnet2024tyht,SM02,2024-10-10 16:21:04.179000,0.285,2024-10-10 16:21:11.379000,0.046
texnet2024tyhx,GV02,2024-10-10 16:18:19.431000,0.409,no pick,no pick
texnet2024tyhx,MB09,2024-10-10 16:18:19.640000,0.3,2024-10-10 16:18:30.090000,0.313
texnet2024tyhx,SN09,2024-10-10 16:18:19.735000,0.01,no pick,no pick
texnet2024tyhp,GV02,2024-10-10 16:15:28.621000,0.5720000000000001,2024-10-10 16:15:38.641000,0.188
texnet2024tyhp,MBBB3,2024-10-10 16:15:30.120000,0.001,no pick,no pick
texnet2024tyhp,SD01,2024-10-10 16:15:28.213000,0.375,no pick,no pick
texnet2024tyhp,SM02,2024-10-10 16:15:27.299000,0.035,no pick,no pick
texnet2024tyhi,BB01,2024-10-10 16:07:16.507000,0.028999999999999998,no pick,no pick
texnet2024tyhi,MB11,2024-10-10 16:07:15.870000,0.149,no pick,no pick
texnet2024tyhi,MG01,2024-10-10 16:07:15.952758,0.001,no pick,no pick
texnet2024tyhi,MID02,2024-10-10 16:07:16.175000,0.259,no pick,no pick
texnet2024tyhi,MNHN,2024-10-10 16:07:16.535000,0.14,2024-10-10 16:07:57.645000,0.4
texnet2024tygn,MB09,2024-10-10 15:44:18.030000,0.89,no pick,no pick
texnet2024tygn,MB11,2024-10-10 15:44:42.190000,0.001,2024-10-10 15:44:28.320000,0.024
texnet2024tygn,SM02,2024-10-10 15:44:17.999000,0.205,no pick,no pick
texnet2024tygi,BB01,2024-10-10 15:26:48.147000,0.040999999999999995,no pick,no pick
texnet2024tygi,HP01,2024-10-10 15:26:51.027796,0.011000000000000001,no pick,no pick
texnet2024tygi,HP02,2024-10-10 15:26:49.121622,0.45,no pick,no pick
texnet2024tygi,MB03,2024-10-10 15:26:50.524500,0.012,no pick,no pick
texnet2024tygi,MBBB5,2024-10-10 15:27:00.424000,0.134,no pick,no pick
texnet2024tygi,SGCY,2024-10-10 15:26:50.425000,0.248,no pick,no pick
texnet2024tygg,GV01,2024-10-10 15:20:20.901000,0.49,2024-10-10 15:20:26.721000,0.05
texnet2024tygg,MB03,2024-10-10 15:20:21.204500,0.01,no pick,no pick
texnet2024tygg,SN09,2024-10-10 15:20:22.455000,0.001,no pick,no pick
texnet2024tyfr,BB01,2024-10-10 15:14:01.847000,0.025,2024-10-10 15:14:06.087000,0.038
texnet2024tyfr,MB02,2024-10-10 15:14:01.448500,0.017,no pick,no pick
texnet2024tyfr,MB06,2024-10-10 15:14:01.473500,0.7190000000000001,2024-10-10 15:14:33.343500,0.033
texnet2024tyfr,MB21,2024-10-10 15:14:02.625000,0.038,2024-10-10 15:14:19.115000,0.11
texnet2024tyfr,ODSA,2024-10-10 15:14:01.680000,0.022000000000000002,2024-10-10 15:14:05.180000,0.189
texnet2024tyfn,BB01,2024-10-10 15:07:48.767000,0.177,no pick,no pick
texnet2024tyfn,MB05,2024-10-10 15:07:49.566500,0.003,no pick,no pick
texnet2024tyfn,MB06,2024-10-10 15:07:50.333500,0.018000000000000002,no pick,no pick
texnet2024tyfn,MBBB6,2024-10-10 15:07:50.216000,0.001,no pick,no pick
texnet2024tyfn,SM02,2024-10-10 15:07:47.889000,0.861,no pick,no pick
texnet2024tyfn,SM04,2024-10-10 15:07:49.059000,0.02,no pick,no pick
texnet2024tyfm,BB01,2024-10-10 15:06:44.567000,0.006,2024-10-10 15:06:56.677000,0.248
texnet2024tyfm,MB04,2024-10-10 15:06:51.730000,0.009000000000000001,2024-10-10 15:06:55.150000,0.19
texnet2024tyfm,MB06,2024-10-10 15:06:45.033500,0.10800000000000001,no pick,no pick
texnet2024tyfm,MB14,2024-10-10 15:06:46.222000,0.29600000000000004,2024-10-10 15:06:51.842000,0.021
texnet2024tyfm,MID03,2024-10-10 15:06:45.925000,0.006,no pick,no pick
texnet2024tyfm,ODSA,2024-10-10 15:06:45.025000,0.016,no pick,no pick
texnet2024tyfi,HP01,2024-10-10 15:04:44.115316,0.151,no pick,no pick
texnet2024tyfi,MB06,2024-10-10 15:04:43.613500,0.465,no pick,no pick
texnet2024tyfi,MB22,2024-10-10 15:04:43.210000,0.003,2024-10-10 15:05:16.520000,0.081
texnet2024tyfi,SM02,2024-10-10 15:04:42.599000,0.002,no pick,no pick
texnet2024tyfi,SM04,2024-10-10 15:04:40.959000,0.196,no pick,no pick
texnet2024tyfi,SN02,2024-10-10 15:04:43.870000,0.17800000000000002,no pick,no pick
texnet2024tyfu,MB11,2024-10-10 14:56:49.820000,0.55,no pick,no pick
texnet2024tyfu,MBBB5,2024-10-10 14:56:51.820000,0.005,no pick,no pick
texnet2024tyfu,OP01,2024-10-10 14:56:49.899000,0.3,no pick,no pick
texnet2024tyec,BB01,2024-10-10 14:29:44.407000,0.002,no pick,no pick
texnet2024tyec,HP01,2024-10-10 14:29:44.082179,0.006999999999999999,2024-10-10 14:29:49.792179,0.119
texnet2024tyec,MB09,2024-10-10 14:29:43.510000,0.002,no pick,no pick
texnet2024tyec,MB11,2024-10-10 14:29:42.480000,0.88,2024-10-10 14:29:45.270000,0.049
texnet2024tyec,ODSA,2024-10-10 14:29:44.970000,0.003,2024-10-10 14:29:55.710000,0.128
texnet2024tyea,GV01,2024-10-10 14:23:57.541000,0.45299999999999996,2024-10-10 14:24:07.321000,0.16
texnet2024tyea,GV02,2024-10-10 14:23:59.231000,0.002,no pick,no pick
texnet2024tyea,MB03,2024-10-10 14:23:59.709500,0.22,2024-10-10 14:24:12.929500,0.549
texnet2024tyea,MID01,2024-10-10 14:24:00.265000,0.001,no pick,no pick
texnet2024tyea,ODSA,2024-10-10 14:23:59.930000,0.528,no pick,no pick
texnet2024tyea,OP01,2024-10-10 14:23:57.399000,0.055,no pick,no pick
texnet2024tydy,DKNS,2024-10-10 14:22:43.530000,0.753,2024-10-10 14:22:53.400000,0.375
texnet2024tydy,GV01,2024-10-10 14:22:41.171000,0.856,2024-10-10 14:23:25.001000,0.196
texnet2024tydy,HP01,2024-10-10 14:22:42.651659,0.035,2024-10-10 14:22:45.241659,0.174
texnet2024tydy,MB03,2024-10-10 14:22:43.409500,0.05,2024-10-10 14:23:27.639500,0.238
texnet2024tydy,MB09,2024-10-10 14:22:42.710000,0.031,no pick,no pick
texnet2024tydy,MBBB4,2024-10-10 14:22:44.200000,0.045,no pick,no pick
texnet2024tydv,GV02,2024-10-10 14:21:52.631000,0.001,no pick,no pick
texnet2024tydv,MB02,2024-10-10 14:21:52.228500,0.042,2024-10-10 14:22:19.858500,0.086
texnet2024tydv,MB21,2024-10-10 14:21:51.650000,0.002,no pick,no pick
texnet2024tydv,MBBB4,2024-10-10 14:21:52.388000,0.001,no pick,no pick
texnet2024tydv,ODSA,2024-10-10 14:21:52.280000,0.018000000000000002,no pick,no pick
texnet2024tydv,OZNA,2024-10-10 14:21:51.565000,0.033,no pick,no pick
texnet2024tyds,MB11,2024-10-10 14:17:39,0.003,no pick,no pick
texnet2024tyds,MB21,2024-10-10 14:17:39.445000,0.005,no pick,no pick
texnet2024tyds,MG01,2024-10-10 14:17:40.326495,0.008,no pick,no pick
texnet2024tyds,SN09,2024-10-10 14:17:43.875000,0.002,no pick,no pick
texnet2024tycq,MB13,2024-10-10 13:45:35.340000,0.004,no pick,no pick
texnet2024tycq,POST,2024-10-10 13:45:36.945000,0.073,no pick,no pick
texnet2024tycq,SN09,2024-10-10 13:45:36.295000,0.006,no pick,no pick
texnet2024txlg,DKNS,2024-10-10 04:58:54.280000,0.077,2024-10-10 04:59:01.930000,0.1
texnet2024txlg,HP01,2024-10-10 04:58:53.101550,0.004,no pick,no pick
texnet2024txlg,MB07,2024-10-10 04:58:54.592000,0.012,no pick,no pick
texnet2024txlg,MB13,2024-10-10 04:58:54.360000,0.002,no pick,no pick
texnet2024txlg,SM03,2024-10-10 04:58:52.379000,0.606,2024-10-10 04:59:06.299000,0.109
texnet2024txlg,YK01,2024-10-10 04:58:55.276000,0.002,no pick,no pick
texnet2024txdk,MB18,2024-10-10 01:01:05.985000,0.025,no pick,no pick
texnet2024txdk,MB21,2024-10-10 01:01:05.120000,0.08900000000000001,2024-10-10 01:01:48.450000,0.178
texnet2024txdk,SM02,2024-10-10 01:01:04.719000,0.04,2024-10-10 01:01:47.129000,0.033
texnet2024txdk,VW01,2024-10-10 01:01:04.857000,0.009000000000000001,2024-10-10 01:01:13.747000,0.024
texnet2024txcg,BB01,2024-10-10 00:26:09.387000,0.002,no pick,no pick
texnet2024txcg,GV02,2024-10-10 00:26:10.651000,0.006,no pick,no pick
texnet2024txcg,MBBB6,2024-10-10 00:26:11.136000,0.003,no pick,no pick
texnet2024txcg,POST,2024-10-10 00:26:11.325000,0.10099999999999999,no pick,no pick
texnet2024twza,GV02,2024-10-09 22:46:59.411000,0.001,no pick,no pick
texnet2024twza,MB03,2024-10-09 22:46:59.887500,0.344,2024-10-09 22:47:10.507500,0.153
texnet2024twza,MB04,2024-10-09 22:47:00.472000,0.008,no pick,no pick
texnet2024twza,MB09,2024-10-09 22:46:58.300000,0.034,2024-10-09 22:47:32.130000,0.184
texnet2024twza,MG01,2024-10-09 22:46:58.698517,0.013999999999999999,no pick,no pick
texnet2024twza,VW01,2024-10-09 22:46:58.057000,0.245,2024-10-09 22:47:46.607000,0.368
texnet2024twza,YK01,2024-10-09 22:46:59.672000,0.002,no pick,no pick
texnet2024twwh,BB01,2024-10-09 21:25:05.717000,0.006,no pick,no pick
texnet2024twwh,BW01,2024-10-09 21:25:03.299000,0.004,2024-10-09 21:25:19.129000,0.056
texnet2024twwh,MB07,2024-10-09 21:25:05.536000,0.005,no pick,no pick
texnet2024twwh,SD01,2024-10-09 21:25:03.853000,0.883,no pick,no pick
texnet2024twwh,SE01,2024-10-09 21:25:05.633000,0.019,no pick,no pick
texnet2024twun,DKNS,2024-10-09 20:31:52.030000,0.002,no pick,no pick
texnet2024twun,HP01,2024-10-09 20:31:52.273259,0.092,2024-10-09 20:32:27.883259,0.201
texnet2024twun,MB02,2024-10-09 20:31:52.048500,0.013000000000000001,no pick,no pick
texnet2024twun,MB03,2024-10-09 20:31:52.417500,0.32299999999999995,no pick,no pick
texnet2024twun,MB21,2024-10-09 20:31:52.890000,0.024,no pick,no pick
texnet2024twun,ODSA,2024-10-09 20:31:52.440000,0.002,2024-10-09 20:31:56.670000,0.214
texnet2024twun,SD01,2024-10-09 20:31:50.853000,0.053,2024-10-09 20:31:54.323000,0.058
texnet2024twun,SM04,2024-10-09 20:32:34.229000,0.085,2024-10-09 20:32:35.279000,0.369
texnet2024twun,SM04,2024-10-09 20:32:34.229000,0.515,2024-10-09 20:32:35.279000,0.445
texnet2024twsj,MB03,2024-10-09 19:20:08.067500,0.013999999999999999,no pick,no pick
texnet2024twsj,OP01,2024-10-09 19:20:07.099000,0.013999999999999999,2024-10-09 19:20:49.589000,0.041
texnet2024twrg,HP01,2024-10-09 18:51:59.925693,0.005,no pick,no pick
texnet2024twrg,MB21,2024-10-09 18:51:57.965000,0.679,2024-10-09 18:52:09.655000,0.025
texnet2024twrg,POST,2024-10-09 18:51:58.945000,0.046,no pick,no pick
texnet2024twrg,VW01,2024-10-09 18:51:59.077000,0.24100000000000002,2024-10-09 18:52:08.217000,0.406
texnet2024twrg,YK01,2024-10-09 18:51:58.648000,0.002,no pick,no pick
texnet2024twpl,MB03,2024-10-09 17:40:14.107500,0.013000000000000001,no pick,no pick
texnet2024twpl,OP01,2024-10-09 17:40:13.099000,0.037000000000000005,2024-10-09 17:40:26.339000,0.507
texnet2024twpl,POST,2024-10-09 17:40:14.035000,0.037000000000000005,no pick,no pick
texnet2024twpl,SM03,2024-10-09 17:40:13.839000,0.47600000000000003,2024-10-09 17:40:15.529000,0.076
texnet2024twoc,GV03,2024-10-09 17:17:47.637000,0.013999999999999999,no pick,no pick
texnet2024twoc,MB02,2024-10-09 17:17:48.468500,0.361,no pick,no pick
texnet2024twoc,MB06,2024-10-09 17:17:48.233500,0.08199999999999999,no pick,no pick
texnet2024twoc,OP01,2024-10-09 17:17:46.039000,0.504,2024-10-09 17:18:31.359000,0.536
texnet2024twoc,SD01,2024-10-09 17:17:46.063000,0.006999999999999999,2024-10-09 17:17:47.313000,0.061
texnet2024twnj,HP01,2024-10-09 16:36:12.475400,0.004,2024-10-09 16:36:05.585400,0.057
texnet2024twnj,SN09,2024-10-09 16:35:37.760000,0.033,no pick,no pick
texnet2024twmh,BB01,2024-10-09 16:19:21.987000,0.018000000000000002,no pick,no pick
texnet2024twmh,MB03,2024-10-09 16:19:22.807500,0.004,2024-10-09 16:19:35.357500,0.024
texnet2024twmh,MB04,2024-10-09 16:19:22.920000,0.015,no pick,no pick
texnet2024twlt,MB03,2024-10-09 16:04:43.187500,0.14,2024-10-09 16:04:59.597500,0.027
texnet2024twlt,MB06,2024-10-09 16:04:43.743500,0.588,no pick,no pick
texnet2024twlt,MB18,2024-10-09 16:04:43.270000,0.551,no pick,no pick
texnet2024twlt,MID01,2024-10-09 16:04:43.855000,0.01,no pick,no pick
texnet2024twlt,ODSA,2024-10-09 16:04:43.950000,0.09300000000000001,no pick,no pick
texnet2024twlt,SM02,2024-10-09 16:04:43.749000,0.01,no pick,no pick
texnet2024twlt,SN02,2024-10-09 16:04:43.420000,0.242,no pick,no pick
texnet2024twkt,GV01,2024-10-09 15:35:17.741000,0.49700000000000005,2024-10-09 15:36:02.221000,0.11
texnet2024twkt,MB02,2024-10-09 15:35:19.368500,0.006999999999999999,2024-10-09 15:35:55.918500,0.547
texnet2024twkt,SGCY,2024-10-09 15:35:19.870000,0.34,2024-10-09 15:35:57.070000,0.11900000000000001
texnet2024twib,MB02,2024-10-09 14:13:57.168500,0.779,no pick,no pick
texnet2024twib,MB11,2024-10-09 14:13:57.390000,0.001,no pick,no pick
texnet2024twib,MBBB4,2024-10-09 14:13:58.392000,0.40299999999999997,no pick,no pick
texnet2024twgn,BB01,2024-10-09 13:27:23.487000,0.032,no pick,no pick
texnet2024twgn,CF01,2024-10-09 13:27:24.261000,0.003,no pick,no pick
texnet2024twgn,SM03,2024-10-09 13:27:21.689000,0.019,no pick,no pick
texnet2024twgg,GV01,2024-10-09 13:19:34.591000,0.517,no pick,no pick
texnet2024twgg,MB03,2024-10-09 13:19:36.357500,0.09,2024-10-09 13:19:52.367500,0.037
texnet2024twgg,MB06,2024-10-09 13:19:35.993500,0.013999999999999999,no pick,no pick
texnet2024twgg,POST,2024-10-09 13:19:36.200000,0.051,no pick,no pick
texnet2024twft,HP01,2024-10-09 13:04:15.860901,0.003,2024-10-09 13:04:19.210901,0.031
texnet2024twft,MB07,2024-10-09 13:04:17.760000,0.057999999999999996,no pick,no pick
texnet2024twft,MB16,2024-10-09 13:04:14.460000,0.035,no pick,no pick
texnet2024twft,ODSA,2024-10-09 13:04:16.625000,0.003,no pick,no pick
texnet2024twez,HP02,2024-10-09 12:41:06.053514,0.006999999999999999,no pick,no pick
texnet2024twez,SGCY,2024-10-09 12:41:06.090000,0.107,2024-10-09 12:41:07.420000,0.804
texnet2024twan,MB16,2024-10-09 10:26:12.840000,0.013000000000000001,no pick,no pick
texnet2024twan,MBBB6,2024-10-09 10:26:14.236000,0.504,no pick,no pick
texnet2024twan,POST,2024-10-09 10:26:13.900000,0.087,no pick,no pick
texnet2024twan,SM04,2024-10-09 10:26:11.859000,0.005,2024-10-09 10:26:52.009000,0.161
texnet2024twan,VW01,2024-10-09 10:26:11.947000,0.124,2024-10-09 10:26:16.757000,0.038
texnet2024tvwf,BB01,2024-10-09 08:14:41.167000,0.001,no pick,no pick
texnet2024tvwf,MB02,2024-10-09 08:14:37.378500,0.009000000000000001,no pick,no pick
texnet2024tvwf,MB05,2024-10-09 08:14:37.126500,0.096,no pick,no pick
texnet2024tvwf,MB22,2024-10-09 08:14:37.440000,0.002,no pick,no pick
texnet2024tvtu,BB01,2024-10-09 07:00:38.707000,0.013000000000000001,no pick,no pick
texnet2024tvtu,GV03,2024-10-09 07:00:36.517000,0.27399999999999997,no pick,no pick
